[2025-10-11 15:34:33,622] 16 root - INFO - initiate the data ingestion
[2025-10-11 15:34:36,564] 57 root - INFO - performed train test split
[2025-10-11 15:34:36,564] 58 root - INFO - exited split data as train tes method of data ingestion class
[2025-10-11 15:34:36,564] 61 root - INFO - exporting train and test file path
[2025-10-11 15:34:36,634] 69 root - INFO - exported train and test file path
[2025-10-11 15:34:36,635] 18 root - INFO - data initiation completed
[2025-10-11 15:34:36,640] 22 root - INFO - initiate daata validation
[2025-10-11 15:34:36,717] 32 root - INFO - requireed numb of columns:31
[2025-10-11 15:34:36,718] 33 root - INFO - data frame has coloumns:31
[2025-10-11 15:34:36,718] 32 root - INFO - requireed numb of columns:31
[2025-10-11 15:34:36,718] 33 root - INFO - data frame has coloumns:31
[2025-10-11 15:34:36,904] 24 root - INFO - data validation compeleted
[2025-10-11 15:34:36,905] 28 root - INFO - data transformation started
[2025-10-11 15:34:36,905] 52 root - INFO - entered initiaate transforamation method class
[2025-10-11 15:34:36,905] 55 root - INFO - data transformation started
[2025-10-11 15:34:36,970] 40 root - INFO - entered get data transformer object method of transformation class
[2025-10-11 15:34:36,970] 43 root - INFO - initailiose with  parameter
[2025-10-11 15:34:36,987] 43 root - INFO - Entered the save_object method of main_utils class
[2025-10-11 15:34:36,991] 47 root - INFO - Exited the save_object method of main_utils class
[2025-10-11 15:34:36,992] 32 root - INFO - dat transmission srtarted
